OpenCL,Canny,11.0778,3840,2160
OpenCL,Canny,10.8314,3840,2160
OpenCL,Canny,11.848,3840,2160
OpenCL,Canny,10.9743,3840,2160
OpenCL,Canny,10.8667,3840,2160
OpenCL,Canny,11.3226,3840,2160
OpenCL,Canny,11.9084,3840,2160
OpenCL,Canny,10.8896,3840,2160
OpenCL,Canny,11.5338,3840,2160
OpenCL,Canny,11.4143,3840,2160
OpenCL,Canny,10.9281,3840,2160
OpenCL,Canny,11.0578,3840,2160
OpenCL,Canny,10.8592,3840,2160
OpenCL,Canny,10.9097,3840,2160
OpenCL,Canny,11.1562,3840,2160
OpenCL,Canny,10.7308,3840,2160
OpenCL,Canny,10.7869,3840,2160
OpenCL,Canny,11.1081,3840,2160
OpenCL,Canny,10.9979,3840,2160
OpenCL,Canny,10.7856,3840,2160
OpenCL,Canny,11.3199,3840,2160
OpenCL,Canny,11.0259,3840,2160
OpenCL,Canny,11.1307,3840,2160
OpenCL,Canny,10.9018,3840,2160
OpenCL,Canny,11.0842,3840,2160
OpenCL,Canny,10.9178,3840,2160
OpenCL,Canny,11.6802,3840,2160
OpenCL,Canny,11.1715,3840,2160
OpenCL,Canny,10.7734,3840,2160
OpenCL,Canny,10.8373,3840,2160
OpenCL,Canny,11.0645,3840,2160
OpenCL,Canny,12.2469,3840,2160
OpenCL,Canny,11.3692,3840,2160
OpenCL,Canny,10.8426,3840,2160
OpenCL,Canny,10.7241,3840,2160
OpenCL,Canny,11.0983,3840,2160
OpenCL,Canny,10.9725,3840,2160
OpenCL,Canny,10.9984,3840,2160
OpenCL,Canny,10.8948,3840,2160
OpenCL,Canny,10.8621,3840,2160
OpenCL,Canny,10.797,3840,2160
OpenCL,Canny,10.7826,3840,2160
OpenCL,Canny,11.8917,3840,2160
OpenCL,Canny,10.8773,3840,2160
OpenCL,Canny,10.7771,3840,2160
OpenCL,Canny,11.3664,3840,2160
OpenCL,Canny,12.1649,3840,2160
OpenCL,Canny,12.1886,3840,2160
OpenCL,Canny,11.0172,3840,2160
OpenCL,Canny,11.9657,3840,2160
OpenCL,Canny,12.5627,3840,2160
OpenCL,Canny,10.8045,3840,2160
OpenCL,Canny,10.8403,3840,2160
OpenCL,Canny,11.6712,3840,2160
OpenCL,Canny,11.3379,3840,2160
OpenCL,Canny,11.8485,3840,2160
OpenCL,Canny,10.9599,3840,2160
OpenCL,Canny,10.8511,3840,2160
OpenCL,Canny,10.9117,3840,2160
OpenCL,Canny,10.9665,3840,2160
OpenCL,Canny,11.0982,3840,2160
OpenCL,Canny,10.8918,3840,2160
OpenCL,Canny,11.0209,3840,2160
OpenCL,Canny,11.0476,3840,2160
OpenCL,Canny,10.7511,3840,2160
OpenCL,Canny,10.8504,3840,2160
OpenCL,Canny,10.8415,3840,2160
OpenCL,Canny,11.0311,3840,2160
OpenCL,Canny,11.0195,3840,2160
OpenCL,Canny,10.7402,3840,2160
OpenCL,Canny,11.151,3840,2160
OpenCL,Canny,10.7771,3840,2160
OpenCL,Canny,11.1777,3840,2160
OpenCL,Canny,10.827,3840,2160
OpenCL,Canny,10.8262,3840,2160
OpenCL,Canny,10.7992,3840,2160
OpenCL,Canny,11.4365,3840,2160
OpenCL,Canny,11.7084,3840,2160
OpenCL,Canny,10.9044,3840,2160
OpenCL,Canny,10.9823,3840,2160
OpenCL,Canny,11.8129,3840,2160
OpenCL,Canny,10.8195,3840,2160
OpenCL,Canny,10.8081,3840,2160
OpenCL,Canny,11.0826,3840,2160
OpenCL,Canny,10.7673,3840,2160
OpenCL,Canny,10.9086,3840,2160
OpenCL,Canny,11.0746,3840,2160
OpenCL,Canny,10.9717,3840,2160
OpenCL,Canny,10.8372,3840,2160
OpenCL,Canny,10.8858,3840,2160
OpenCL,Canny,10.738,3840,2160
OpenCL,Canny,10.9122,3840,2160
OpenCL,Canny,10.9224,3840,2160
OpenCL,Canny,10.7478,3840,2160
OpenCL,Canny,10.7323,3840,2160
OpenCL,Canny,11.5144,3840,2160
OpenCL,Canny,10.6563,3840,2160
OpenCL,Canny,11.0228,3840,2160
