platform,method,runningTime,width,height
OpenCL,random_dithering,1.37956,1920,1080
OpenCL,random_dithering,1.6289,1920,1080
OpenCL,random_dithering,1.37332,1920,1080
OpenCL,random_dithering,1.35463,1920,1080
OpenCL,random_dithering,1.45711,1920,1080
OpenCL,random_dithering,1.3684,1920,1080
OpenCL,random_dithering,1.37835,1920,1080
OpenCL,random_dithering,1.38504,1920,1080
OpenCL,random_dithering,1.36906,1920,1080
OpenCL,random_dithering,1.37192,1920,1080
OpenCL,random_dithering,1.37076,1920,1080
OpenCL,random_dithering,1.37615,1920,1080
OpenCL,random_dithering,1.35329,1920,1080
OpenCL,random_dithering,1.386,1920,1080
OpenCL,random_dithering,1.38472,1920,1080
OpenCL,random_dithering,1.38836,1920,1080
OpenCL,random_dithering,1.35325,1920,1080
OpenCL,random_dithering,1.40541,1920,1080
OpenCL,random_dithering,1.42358,1920,1080
OpenCL,random_dithering,1.41636,1920,1080
OpenCL,random_dithering,1.3771,1920,1080
OpenCL,random_dithering,1.38917,1920,1080
OpenCL,random_dithering,1.37168,1920,1080
OpenCL,random_dithering,1.58426,1920,1080
OpenCL,random_dithering,1.4522,1920,1080
OpenCL,random_dithering,1.36326,1920,1080
OpenCL,random_dithering,1.40903,1920,1080
OpenCL,random_dithering,1.39675,1920,1080
OpenCL,random_dithering,1.40674,1920,1080
OpenCL,random_dithering,1.41137,1920,1080
OpenCL,random_dithering,1.375,1920,1080
OpenCL,random_dithering,1.38573,1920,1080
OpenCL,random_dithering,1.35881,1920,1080
OpenCL,random_dithering,1.56688,1920,1080
OpenCL,random_dithering,1.38392,1920,1080
OpenCL,random_dithering,1.35466,1920,1080
OpenCL,random_dithering,1.38419,1920,1080
OpenCL,random_dithering,1.37012,1920,1080
OpenCL,random_dithering,1.39182,1920,1080
OpenCL,random_dithering,1.4025,1920,1080
OpenCL,random_dithering,1.41147,1920,1080
OpenCL,random_dithering,1.3971,1920,1080
OpenCL,random_dithering,1.4233,1920,1080
OpenCL,random_dithering,1.41164,1920,1080
OpenCL,random_dithering,1.35551,1920,1080
OpenCL,random_dithering,1.41457,1920,1080
OpenCL,random_dithering,1.36093,1920,1080
OpenCL,random_dithering,1.35844,1920,1080
OpenCL,random_dithering,1.37613,1920,1080
OpenCL,random_dithering,1.40392,1920,1080
OpenCL,random_dithering,1.51206,1920,1080
OpenCL,random_dithering,1.41715,1920,1080
OpenCL,random_dithering,1.50724,1920,1080
OpenCL,random_dithering,1.36412,1920,1080
OpenCL,random_dithering,1.41322,1920,1080
OpenCL,random_dithering,1.37226,1920,1080
OpenCL,random_dithering,1.36874,1920,1080
OpenCL,random_dithering,1.36138,1920,1080
OpenCL,random_dithering,1.36908,1920,1080
OpenCL,random_dithering,1.38264,1920,1080
OpenCL,random_dithering,1.38694,1920,1080
OpenCL,random_dithering,1.37516,1920,1080
OpenCL,random_dithering,1.53958,1920,1080
Matlab,random_dithering,236.817,3840,2160
Matlab,random_dithering,242.629,3840,2160
Matlab,random_dithering,245.392,3840,2160
Matlab,random_dithering,244.288,3840,2160
Matlab,random_dithering,244.789,3840,2160
Matlab,random_dithering,246.332,3840,2160
Matlab,random_dithering,240.474,3840,2160
Matlab,random_dithering,256.122,3840,2160
Matlab,random_dithering,251.926,3840,2160
Matlab,random_dithering,245.146,3840,2160
Matlab,random_dithering,247.519,3840,2160
Matlab,random_dithering,244.694,3840,2160
Matlab,random_dithering,242.756,3840,2160
Matlab,random_dithering,244.827,3840,2160
Matlab,random_dithering,244.606,3840,2160
Matlab,random_dithering,239.654,3840,2160
Matlab,random_dithering,262.698,3840,2160
Matlab,random_dithering,251.216,3840,2160
Matlab,random_dithering,240.761,3840,2160
Matlab,random_dithering,245.162,3840,2160
Matlab,random_dithering,248.215,3840,2160
Matlab,random_dithering,240.805,3840,2160
Matlab,random_dithering,247.156,3840,2160
Matlab,random_dithering,245.774,3840,2160
Matlab,random_dithering,239.004,3840,2160
Matlab,random_dithering,258.976,3840,2160
Matlab,random_dithering,249.456,3840,2160
Matlab,random_dithering,239.563,3840,2160
Matlab,random_dithering,245.188,3840,2160
Matlab,random_dithering,248.357,3840,2160
Matlab,random_dithering,242.192,3840,2160
Matlab,random_dithering,245.064,3840,2160
Matlab,random_dithering,243.058,3840,2160
Matlab,random_dithering,247.727,3840,2160
Matlab,random_dithering,254.512,3840,2160
Matlab,random_dithering,243.264,3840,2160
Matlab,random_dithering,244.272,3840,2160
Matlab,random_dithering,249.933,3840,2160
Matlab,random_dithering,242.063,3840,2160
Matlab,random_dithering,245.496,3840,2160
Matlab,random_dithering,255.953,3840,2160
Matlab,random_dithering,243.427,3840,2160
Matlab,random_dithering,257.016,3840,2160
Matlab,random_dithering,250.15,3840,2160
Matlab,random_dithering,234.091,3840,2160
Matlab,random_dithering,246.935,3840,2160
Matlab,random_dithering,248.569,3840,2160
Matlab,random_dithering,238.904,3840,2160
Matlab,random_dithering,243.916,3840,2160
Matlab,random_dithering,250.747,3840,2160
Matlab,random_dithering,238.199,3840,2160
Matlab,random_dithering,272.792,3840,2160
Matlab,random_dithering,252.062,3840,2160
Matlab,random_dithering,244.564,3840,2160
Matlab,random_dithering,262.511,3840,2160
Matlab,random_dithering,255.101,3840,2160
Matlab,random_dithering,261.043,3840,2160
Matlab,random_dithering,251.785,3840,2160
Matlab,random_dithering,247.952,3840,2160
Matlab,random_dithering,254.208,3840,2160
Matlab,random_dithering,255.502,3840,2160
Matlab,random_dithering,244.8,3840,2160
Matlab,random_dithering,246.07,3840,2160
Matlab,random_dithering,248.338,3840,2160
Matlab,random_dithering,237.589,3840,2160
Matlab,random_dithering,249.077,3840,2160
Matlab,random_dithering,252.013,3840,2160
Matlab,random_dithering,239.167,3840,2160
Matlab,random_dithering,264.595,3840,2160
Matlab,random_dithering,252.716,3840,2160
Matlab,random_dithering,238.281,3840,2160
Matlab,random_dithering,244.811,3840,2160
Matlab,random_dithering,246.111,3840,2160
Matlab,random_dithering,237.046,3840,2160
Matlab,random_dithering,245.748,3840,2160
Matlab,random_dithering,245.053,3840,2160
Matlab,random_dithering,244.177,3840,2160
Matlab,random_dithering,258.176,3840,2160
Matlab,random_dithering,248.187,3840,2160
Matlab,random_dithering,253.333,3840,2160
Matlab,random_dithering,245.032,3840,2160
Matlab,random_dithering,244.689,3840,2160
Matlab,random_dithering,253.873,3840,2160
Matlab,random_dithering,244.262,3840,2160
Matlab,random_dithering,245.483,3840,2160
Matlab,random_dithering,252.058,3840,2160
Matlab,random_dithering,258.906,3840,2160
Matlab,random_dithering,238.626,3840,2160
Matlab,random_dithering,251.647,3840,2160
Matlab,random_dithering,255.211,3840,2160
